fitur_kata,tf_0,tf_1,tf_2,tf_3,tf_4,tf_5,tf_6,tf_7,tf_8,tf_9,tf_10,tf_11,tf_12,tf_13,tf_14,tf_15,tf_16,tf_17,tf_18,tf_19,tf_20,tf_21,tf_22,tf_23,tf_24,tf_25,tf_26,tf_27,tf_28,tf_29,tf_30,tf_31,wtf_0,wtf_1,wtf_2,wtf_3,wtf_4,wtf_5,wtf_6,wtf_7,wtf_8,wtf_9,wtf_10,wtf_11,wtf_12,wtf_13,wtf_14,wtf_15,wtf_16,wtf_17,wtf_18,wtf_19,wtf_20,wtf_21,wtf_22,wtf_23,wtf_24,wtf_25,wtf_26,wtf_27,wtf_28,wtf_29,wtf_30,wtf_31,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20,tfidf_21,tfidf_22,tfidf_23,tfidf_24,tfidf_25,tfidf_26,tfidf_27,tfidf_28,tfidf_29,tfidf_30,tfidf_31
,1,20,3,5,1,2,1,5,11,3,1,2,9,9,3,4,2,1,2,3,4,5,1,2,0,0,0,0,0,0,0,0,1.0,2.3010299956639813,1.4771212547196624,1.6989700043360187,1.0,1.3010299956639813,1.0,1.6989700043360187,2.0413926851582254,1.4771212547196624,1.0,1.3010299956639813,1.9542425094393248,1.9542425094393248,1.4771212547196624,1.6020599913279625,1.3010299956639813,1.0,1.3010299956639813,1.4771212547196624,1.6020599913279625,1.6989700043360187,1.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.540042832812273,-0.22630221424169858,-0.24984657198469742,0.4854522473397139,-0.3575885106595253,0.0,-0.44991753790676725,-1.4511824101779027,-0.39499170478838125,0.2076083105017461,-0.04505266077309094,-1.4311178347732632,-1.4348822471016809,-0.46299681885033417,-0.6575491603367986,-0.1981317040323629,-0.18155777386278632,-0.20091022107176384,0.12340764834480814,-0.7467616079199193,-0.47785347070540685,-0.048441803550404505,0.5710202649279961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,36,1,1,4,5,1,0,14,11,0,4,17,17,7,5,3,5,5,1,12,6,4,2,4,0,0,0,0,0,0,0,1.0,2.5563025007672873,1.0,1.0,1.6020599913279625,1.6989700043360187,1.0,0.0,2.146128035678238,2.0413926851582254,0.0,1.6020599913279625,2.230448921378274,2.230448921378274,1.845098040014257,1.6989700043360187,1.4771212547196624,1.6989700043360187,1.6989700043360187,1.0,2.079181246047625,1.7781512503836436,1.6020599913279625,1.3010299956639813,1.6020599913279625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.821831031237989,-0.15320490008428433,-0.1470576710283599,0.777723623163202,-0.46696244939046916,0.0,0.0,-1.5256365313783413,-0.5458815072065358,0.0,-0.05547686492086149,-1.6333874713691678,-1.6376839337462714,-0.5783374386253194,-0.6973248853574671,-0.2249483503342805,-0.308461211846896,-0.2623616982721769,0.08354605145007492,-0.9691601680711454,-0.5001240423706339,-0.0776066753758719,0.5710202649279961,0.7819921384772187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,6,1,0,0,1,1,3,3,2,0,0,2,2,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1.0,1.7781512503836436,1.0,0.0,0.0,1.0,1.0,1.4771212547196624,1.4771212547196624,1.3010299956639813,0.0,0.0,1.3010299956639813,1.3010299956639813,0.0,0.0,0.0,1.0,0.0,1.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9628515698205224,-0.15320490008428433,0.0,0.0,-0.2748503200166648,0.0,-0.391168034995976,-1.0500539157085018,-0.34790377183061166,0.0,0.0,-0.9527616052645864,-0.9552677493749835,0.0,0.0,0.0,-0.18155777386278632,0.0,0.08354605145007492,-0.6064437391690592,-0.2812606870550129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,8,0,0,0,1,1,0,3,1,0,0,3,3,0,0,0,1,3,0,4,2,1,0,0,1,0,0,0,0,0,0,1.0,1.9030899869919435,0.0,0.0,0.0,1.0,1.0,0.0,1.4771212547196624,1.0,0.0,0.0,1.4771212547196624,1.4771212547196624,0.0,0.0,0.0,1.0,1.4771212547196624,0.0,1.6020599913279625,1.3010299956639813,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1007679564215405,0.0,0.0,0.0,-0.2748503200166648,0.0,0.0,-1.0500539157085018,-0.26740641875290416,0.0,0.0,-1.0817155811222527,-1.084560925768568,0.0,0.0,0.0,-0.18155777386278632,-0.22810293292590267,0.0,-0.7467616079199193,-0.36592859045963183,-0.048441803550404505,0.0,0.0,0.6925039620867871,0.0,0.0,0.0,0.0,0.0,0.0
,1,10,4,0,1,1,1,2,10,0,0,2,4,4,1,4,2,1,3,2,3,1,2,1,0,0,0,0,0,0,0,0,1.0,2.0,1.6020599913279625,0.0,1.0,1.0,1.0,1.3010299956639813,2.0,0.0,0.0,1.3010299956639813,1.6020599913279625,1.6020599913279625,1.0,1.6020599913279625,1.3010299956639813,1.0,1.4771212547196624,1.3010299956639813,1.4771212547196624,1.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.207744216806111,-0.2454434409004299,0.0,0.4854522473397139,-0.2748503200166648,0.0,-0.3445359311218422,-1.4217572353703458,0.0,0.0,-0.04505266077309094,-1.1732098830579303,-1.1762958943145119,-0.3134453704264141,-0.6575491603367986,-0.1981317040323629,-0.18155777386278632,-0.22810293292590267,0.10869591895583372,-0.6885244305694252,-0.2812606870550129,-0.0630242394631382,0.438898616350944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.3010299956639813,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4361707244092172,0.0,0.0,0.0,0.0,0.0,-0.2648178230095365,-0.7108786176851729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15228834438305652,0.0,-0.15442397311464692,0.0,0.0,0.0,-0.048441803550404505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,2,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1.0,1.3010299956639813,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4771212547196624,0.0,0.0,1.3010299956639813,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4361707244092172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7342396044354551,-0.46299681885033417,0.0,0.0,-0.23621210974146298,0.0,0.0,-0.46612587041819925,0.0,0.0,0.0,0.0,0.9009684267910625,0.0,0.0,0.0,0.0,0.0,0.0
,1,8,0,0,0,2,1,2,3,1,0,1,3,3,1,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1.0,1.9030899869919435,0.0,0.0,0.0,1.3010299956639813,1.0,1.3010299956639813,1.4771212547196624,1.0,0.0,1.0,1.4771212547196624,1.4771212547196624,1.0,1.0,0.0,1.0,0.0,1.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1007679564215405,0.0,0.0,0.0,-0.3575885106595253,0.0,-0.3445359311218422,-1.0500539157085018,-0.26740641875290416,0.0,-0.03462845662532038,-1.0817155811222527,-1.084560925768568,-0.3134453704264141,-0.41043978621034655,0.0,-0.18155777386278632,0.0,0.08354605145007492,-0.6064437391690592,-0.2812606870550129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,44,4,4,1,4,1,6,16,8,0,7,21,21,10,9,8,7,5,5,8,5,3,1,0,1,1,0,0,0,0,0,1.0,2.6434526764861874,1.6020599913279625,1.6020599913279625,1.0,1.6020599913279625,1.0,1.7781512503836436,2.204119982655925,1.9030899869919435,0.0,1.845098040014257,2.3222192947339195,2.3222192947339195,2.0,1.9542425094393248,1.9030899869919435,1.845098040014257,1.6989700043360187,1.6989700043360187,1.9030899869919435,1.6989700043360187,1.4771212547196624,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9180336794565083,-0.2454434409004299,-0.23559521117240462,0.4854522473397139,-0.44032670130238577,0.0,-0.47088614310828175,-1.5668617664827114,-0.5088984779860266,0.0,-0.06389289744809734,-1.7005921388445187,-1.7050653763778145,-0.6268907408528283,-0.8020988777774476,-0.2898184233309757,-0.3349918927035787,-0.2623616982721769,0.14194223539439102,-0.8870794766707791,-0.47785347070540685,-0.0715544176412569,0.438898616350944,0.0,0.6925039620867871,0.8068754016455384,0.0,0.0,0.0,0.0,0.0
,1,36,2,4,0,4,1,6,12,4,3,2,17,17,6,6,3,0,1,7,11,3,2,0,2,3,0,0,0,0,0,0,1.0,2.5563025007672873,1.3010299956639813,1.6020599913279625,0.0,1.6020599913279625,1.0,1.7781512503836436,2.079181246047625,1.6020599913279625,1.4771212547196624,1.3010299956639813,2.230448921378274,2.230448921378274,1.7781512503836436,1.7781512503836436,1.4771212547196624,0.0,1.0,1.845098040014257,2.0413926851582254,1.4771212547196624,1.3010299956639813,0.0,1.3010299956639813,1.4771212547196624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.821831031237989,-0.19932417049235712,-0.23559521117240462,0.0,-0.44032670130238577,0.0,-0.47088614310828175,-1.478045490107271,-0.42840112490831916,0.30666264809856847,-0.04505266077309094,-1.6333874713691678,-1.6376839337462714,-0.5573532773506926,-0.7298240190571231,-0.2249483503342805,0.0,-0.15442397311464692,0.1541506557814635,-0.9515459422347228,-0.41545613896601497,-0.0630242394631382,0.0,0.6350543887491722,1.0229123213759725,0.0,0.0,0.0,0.0,0.0,0.0
,1,38,12,0,2,2,1,5,17,7,0,6,18,18,6,8,7,2,5,1,9,3,0,1,3,0,0,0,0,0,0,0,1.0,2.57978359661681,2.079181246047625,0.0,1.3010299956639813,1.3010299956639813,1.0,1.6989700043360187,2.230448921378274,1.845098040014257,0.0,1.7781512503836436,2.255272505103306,2.255272505103306,1.7781512503836436,1.9030899869919435,1.845098040014257,1.3010299956639813,1.6989700043360187,1.0,1.9542425094393248,1.4771212547196624,0.0,1.0,1.4771212547196624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.847751158021016,-0.3185407550578442,0.0,0.631587935251458,-0.3575885106595253,0.0,-0.44991753790676725,-1.5855784460467723,-0.4933910591282151,0.0,-0.0615746334471692,-1.6515661125666068,-1.6559103920412093,-0.5573532773506926,-0.7811038474000245,-0.2809869257381938,-0.23621210974146298,-0.2623616982721769,0.08354605145007492,-0.9109229907206512,-0.41545613896601497,0.0,0.438898616350944,0.7210074622804296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,4,0,0,0,0,1,2,1,0,0,0,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.6020599913279625,0.0,0.0,0.0,0.0,1.0,1.3010299956639813,1.0,0.0,0.0,0.0,1.0,1.0,1.3010299956639813,1.3010299956639813,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.768469340415379,0.0,0.0,0.0,0.0,0.0,-0.3445359311218422,-0.7108786176851729,0.0,0.0,0.0,-0.7323133274712426,-0.7342396044354551,-0.4078018289267726,-0.5339944732735725,-0.15228834438305652,-0.18155777386278632,-0.15442397311464692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.3010299956639813,0.0,0.0,0.0,0.0,1.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4361707244092172,0.0,0.0,0.0,0.0,0.0,-0.3445359311218422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15228834438305652,0.0,-0.15442397311464692,0.0,0.0,0.0,-0.048441803550404505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,46,5,8,0,3,1,3,21,6,4,4,22,22,8,10,3,7,4,6,8,7,4,3,1,1,0,0,0,0,0,0,1.0,2.6627578316815743,1.6989700043360187,1.9030899869919435,0.0,1.4771212547196624,1.0,1.4771212547196624,2.3222192947339195,1.7781512503836436,1.6020599913279625,1.6020599913279625,2.342422680822206,2.342422680822206,1.9030899869919435,2.0,1.4771212547196624,1.845098040014257,1.6020599913279625,1.7781512503836436,1.9030899869919435,1.845098040014257,1.6020599913279625,1.4771212547196624,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.939344101825088,-0.2602905297604959,-0.27986398124442696,0.0,-0.40598724956311666,0.0,-0.391168034995976,-1.650816042202286,-0.47548905786608875,0.3326009681220403,-0.05547686492086149,-1.715387347737018,-1.719899502587535,-0.5965147459274894,-0.8208795724206931,-0.2249483503342805,-0.3349918927035787,-0.24739646902888077,0.14855751585056695,-0.8870794766707791,-0.5189535424182675,-0.0776066753758719,0.6483064748790301,0.4881166390211256,0.6925039620867871,0.0,0.0,0.0,0.0,0.0,0.0
,1,6,0,0,0,1,1,2,2,1,0,0,2,2,0,2,0,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1.0,1.7781512503836436,0.0,0.0,0.0,1.0,1.0,1.3010299956639813,1.3010299956639813,1.0,0.0,0.0,1.3010299956639813,1.3010299956639813,0.0,1.3010299956639813,0.0,1.3010299956639813,1.0,1.0,1.4771212547196624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9628515698205224,0.0,0.0,0.0,-0.2748503200166648,0.0,-0.3445359311218422,-0.9248744048845575,-0.26740641875290416,0.0,0.0,-0.9527616052645864,-0.9552677493749835,0.0,-0.5339944732735725,0.0,-0.23621210974146298,-0.15442397311464692,0.08354605145007492,-0.6885244305694252,-0.2812606870550129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.3010299956639813,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4361707244092172,0.0,0.0,0.0,0.0,0.0,-0.2648178230095365,0.0,0.0,0.0,0.0,0.0,0.0,-0.3134453704264141,0.0,-0.15228834438305652,-0.18155777386278632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,4,0,0,0,0,1,1,2,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1.0,1.6020599913279625,0.0,0.0,0.0,0.0,1.0,1.0,1.3010299956639813,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.768469340415379,0.0,0.0,0.0,0.0,0.0,-0.2648178230095365,-0.9248744048845575,0.0,0.0,0.0,-0.7323133274712426,-0.7342396044354551,0.0,0.0,-0.15228834438305652,-0.18155777386278632,0.0,0.0,-0.46612587041819925,0.0,-0.048441803550404505,0.0,0.4881166390211256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,6,0,1,0,1,1,0,1,1,0,1,2,2,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1.0,1.7781512503836436,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.3010299956639813,1.3010299956639813,1.0,0.0,0.0,1.0,1.0,1.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9628515698205224,0.0,-0.1470576710283599,0.0,-0.2748503200166648,0.0,0.0,-0.7108786176851729,-0.26740641875290416,0.0,-0.03462845662532038,-0.9527616052645864,-0.9552677493749835,-0.3134453704264141,0.0,0.0,-0.18155777386278632,-0.15442397311464692,0.08354605145007492,-0.6064437391690592,-0.2812606870550129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,44,5,1,0,5,1,5,18,10,3,6,21,21,10,14,8,6,4,4,9,8,4,1,3,0,1,0,0,0,1,0,1.0,2.6434526764861874,1.6989700043360187,1.0,0.0,1.6989700043360187,1.0,1.6989700043360187,2.255272505103306,2.0,1.4771212547196624,1.7781512503836436,2.3222192947339195,2.3222192947339195,2.0,2.146128035678238,1.9030899869919435,1.7781512503836436,1.6020599913279625,1.6020599913279625,1.9542425094393248,1.9030899869919435,1.6020599913279625,1.0,1.4771212547196624,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.9180336794565083,-0.2602905297604959,-0.1470576710283599,0.0,-0.46696244939046916,0.0,-0.44991753790676725,-1.6032250009312152,-0.5348128375058083,0.30666264809856847,-0.0615746334471692,-1.7005921388445187,-1.7050653763778145,-0.6268907408528283,-0.8808563321438071,-0.2898184233309757,-0.3228371826109843,-0.24739646902888077,0.13384578646159254,-0.9109229907206512,-0.5352643972688695,-0.0776066753758719,0.438898616350944,0.7210074622804296,0.0,0.8068754016455384,0.0,0.0,0.0,1.5228787452803376,0.0
,1,8,1,0,0,1,1,3,3,0,1,0,3,3,2,4,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.9030899869919435,1.0,0.0,0.0,1.0,1.0,1.4771212547196624,1.4771212547196624,0.0,1.0,0.0,1.4771212547196624,1.4771212547196624,1.3010299956639813,1.6020599913279625,1.3010299956639813,1.0,1.3010299956639813,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1007679564215405,-0.15320490008428433,0.0,0.0,-0.2748503200166648,0.0,-0.391168034995976,-1.0500539157085018,0.0,0.2076083105017461,0.0,-1.0817155811222527,-1.084560925768568,-0.4078018289267726,-0.6575491603367986,-0.1981317040323629,-0.18155777386278632,-0.20091022107176384,0.0,-0.46612587041819925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,2,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.3010299956639813,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3010299956639813,1.3010299956639813,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4361707244092172,0.0,0.0,0.0,-0.2748503200166648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4078018289267726,-0.5339944732735725,0.0,-0.18155777386278632,-0.15442397311464692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,4,1,1,1,3,1,1,1,0,1,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.6020599913279625,1.0,1.0,1.0,1.4771212547196624,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.3010299956639813,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.768469340415379,-0.15320490008428433,-0.1470576710283599,0.4854522473397139,-0.40598724956311666,0.0,-0.2648178230095365,-0.7108786176851729,0.0,0.2076083105017461,0.0,-0.7323133274712426,-0.7342396044354551,-0.4078018289267726,0.0,0.0,-0.18155777386278632,0.0,0.0,0.0,-0.2812606870550129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,10,0,0,0,1,1,3,4,2,0,1,4,4,1,0,2,3,0,1,2,2,1,0,0,0,0,0,0,0,0,0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.4771212547196624,1.6020599913279625,1.3010299956639813,0.0,1.0,1.6020599913279625,1.6020599913279625,1.0,0.0,1.3010299956639813,1.4771212547196624,0.0,1.0,1.3010299956639813,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.207744216806111,0.0,0.0,0.0,-0.2748503200166648,0.0,-0.391168034995976,-1.1388701920839421,-0.34790377183061166,0.0,-0.03462845662532038,-1.1732098830579303,-1.1762958943145119,-0.3134453704264141,0.0,-0.1981317040323629,-0.26818284673230763,0.0,0.08354605145007492,-0.6064437391690592,-0.36592859045963183,-0.048441803550404505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,6,1,0,0,0,1,3,3,1,0,1,2,2,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.7781512503836436,1.0,0.0,0.0,0.0,1.0,1.4771212547196624,1.4771212547196624,1.0,0.0,1.0,1.3010299956639813,1.3010299956639813,1.0,1.0,1.4771212547196624,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9628515698205224,-0.15320490008428433,0.0,0.0,0.0,0.0,-0.391168034995976,-1.0500539157085018,-0.26740641875290416,0.0,-0.03462845662532038,-0.9527616052645864,-0.9552677493749835,-0.3134453704264141,-0.41043978621034655,-0.2249483503342805,-0.18155777386278632,0.0,0.0,0.0,0.0,0.0,0.438898616350944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,14,2,1,0,1,1,0,8,3,0,2,6,6,2,4,3,3,1,1,4,1,1,0,0,0,0,0,0,0,0,0,1.0,2.146128035678238,1.3010299956639813,1.0,0.0,1.0,1.0,0.0,1.9030899869919435,1.4771212547196624,0.0,1.3010299956639813,1.7781512503836436,1.7781512503836436,1.3010299956639813,1.6020599913279625,1.4771212547196624,1.4771212547196624,1.0,1.0,1.6020599913279625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.369050879647045,-0.19932417049235712,-0.1470576710283599,0.0,-0.2748503200166648,0.0,0.0,-1.3528659792833264,-0.39499170478838125,0.0,-0.04505266077309094,-1.3021638589155966,-1.3055890707080964,-0.4078018289267726,-0.6575491603367986,-0.2249483503342805,-0.26818284673230763,-0.15442397311464692,0.08354605145007492,-0.7467616079199193,-0.2812606870550129,-0.048441803550404505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,4,0,0,1,1,1,1,1,0,1,1,1,1,0,1,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.6020599913279625,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.6989700043360187,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.768469340415379,0.0,0.0,0.4854522473397139,-0.2748503200166648,0.0,-0.2648178230095365,-0.7108786176851729,0.0,0.2076083105017461,-0.03462845662532038,-0.7323133274712426,-0.7342396044354551,0.0,-0.41043978621034655,-0.25873332911680663,0.0,-0.15442397311464692,0.08354605145007492,0.0,0.0,-0.048441803550404505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,4,0,0,0,2,1,1,3,0,1,1,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.6020599913279625,0.0,0.0,0.0,1.3010299956639813,1.0,1.0,1.4771212547196624,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3010299956639813,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.768469340415379,0.0,0.0,0.0,-0.3575885106595253,0.0,-0.2648178230095365,-1.0500539157085018,0.0,0.2076083105017461,-0.03462845662532038,-0.7323133274712426,-0.7342396044354551,0.0,0.0,-0.1981317040323629,-0.18155777386278632,0.0,0.08354605145007492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,2,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.3010299956639813,0.0,0.0,0.0,0.0,1.0,0.0,1.3010299956639813,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4361707244092172,0.0,0.0,0.0,0.0,0.0,0.0,-0.9248744048845575,-0.26740641875290416,0.2076083105017461,0.0,0.0,0.0,0.0,-0.41043978621034655,0.0,0.0,0.0,0.0,0.0,-0.2812606870550129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,56,7,8,2,5,1,7,19,10,5,3,27,27,11,17,10,6,11,2,11,8,6,0,0,1,1,0,1,0,0,0,1.0,2.7481880270062007,1.845098040014257,1.9030899869919435,1.3010299956639813,1.6989700043360187,1.0,1.845098040014257,2.278753600952829,2.0,1.6989700043360187,1.4771212547196624,2.4313637641589874,2.4313637641589874,2.0413926851582254,2.230448921378274,2.0,1.7781512503836436,2.0413926851582254,1.3010299956639813,2.0413926851582254,1.9030899869919435,1.7781512503836436,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.0336481116593683,-0.2826780608660931,-0.27986398124442696,0.631587935251458,-0.46696244939046916,0.0,-0.4886148461957382,-1.619917209890457,-0.5348128375058083,0.3527202921933451,-0.05115042929939865,-1.7805200884242736,-1.785203568434794,-0.6398650863851921,-0.9154649784435969,-0.30457668876611305,-0.3228371826109843,-0.3152399691293107,0.10869591895583372,-0.9515459422347228,-0.5352643972688695,-0.0861368535539906,0.0,0.0,0.6925039620867871,0.8068754016455384,0.0,1.585026652029182,0.0,0.0,0.0
