,rawContent,caseFolding,cleaning,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_tokens_normalized,tweet_tokens_stemmed
35,Mlbb asu kalau ngespin harus 60 kali spin terus udah epik Makah turun ke GM pokoknya mlbb pantes diban dari indo Menurut gw ff masih mending daripada mlbb terus habis kalah semua pada coklat trs habis di lobi langsung di Ben 04.00 menit asu kan mlbb siapa yang stj,mlbb asu kalau ngespin harus 60 kali spin terus udah epik makah turun ke gm pokoknya mlbb pantes diban dari indo menurut gw ff masih mending daripada mlbb terus habis kalah semua pada coklat trs habis di lobi langsung di ben 04.00 menit asu kan mlbb siapa yang stj,mlbb asu kalau ngespin harus kali spin terus udah epik makah turun ke gm pokoknya mlbb pantes diban dari indo menurut gw ff masih mending daripada mlbb terus habis kalah semua pada coklat trs habis di lobi langsung di ben menit asu kan mlbb siapa yang stj,"['mlbb', 'asu', 'kalau', 'ngespin', 'harus', 'kali', 'spin', 'terus', 'udah', 'epik', 'makah', 'turun', 'ke', 'gm', 'pokoknya', 'mlbb', 'pantes', 'diban', 'dari', 'indo', 'menurut', 'gw', 'ff', 'masih', 'mending', 'daripada', 'mlbb', 'terus', 'habis', 'kalah', 'semua', 'pada', 'coklat', 'trs', 'habis', 'di', 'lobi', 'langsung', 'di', 'ben', 'menit', 'asu', 'kan', 'mlbb', 'siapa', 'yang', 'stj']",<FreqDist with 40 samples and 47 outcomes>,"['asu', 'ngespin', 'spin', 'epik', 'makah', 'gm', 'pantes', 'diban', 'indo', 'ff', 'mending', 'habis', 'kalah', 'coklat', 'habis', 'langsung', 'ben', 'asu', 'stj']","['asu', 'ngespin', 'spin', 'epik', 'makah', 'gm', 'pantas,', 'diban', 'indonesia,', 'free fire,', 'lebihbaik,', 'habis', 'kalah', 'coklat', 'habis', 'langsung', 'ben', 'asu', 'stj']","['asu', 'ngespin', 'spin', 'epik', 'makah', 'gm', 'pantas', 'ban', 'indonesia', 'free fire', 'lebihbaik', 'habis', 'kalah', 'coklat', 'habis', 'langsung', 'ben', 'asu', 'stj']"
36,"saat match making atau pencarian pertandingan sangat sangat bermasalah dan kemudian jika di dalam pertandingan ada seorang player yang sengaja untuk troll (feeder) pihak developer hanya memberikan sebuah peringatan tanpa ada tindakan yg membuat mereka jera jujur saya sangat sakit hati karena itu,tp sekarang saat saya sudah menamatkan gamenya saya putuskan untuk berhenti, di tambah banyak akun joki yg membuat kemampuan player tidak sebanding dengan tiernya, itu saja terimakasih moonton berhenti:)","saat match making atau pencarian pertandingan sangat sangat bermasalah dan kemudian jika di dalam pertandingan ada seorang player yang sengaja untuk troll (feeder) pihak developer hanya memberikan sebuah peringatan tanpa ada tindakan yg membuat mereka jera jujur saya sangat sakit hati karena itu,tp sekarang saat saya sudah menamatkan gamenya saya putuskan untuk berhenti, di tambah banyak akun joki yg membuat kemampuan player tidak sebanding dengan tiernya, itu saja terimakasih moonton berhenti:)",saat match making atau pencarian pertandingan sangat sangat bermasalah dan kemudian jika di dalam pertandingan ada seorang player yang sengaja untuk troll feeder pihak developer hanya memberikan sebuah peringatan tanpa ada tindakan yg membuat mereka jera jujur saya sangat sakit hati karena itu tp sekarang saat saya sudah menamatkan gamenya saya putuskan untuk berhenti di tambah banyak akun joki yg membuat kemampuan player tidak sebanding dengan tiernya itu saja terimakasih moonton berhenti,"['saat', 'match', 'making', 'atau', 'pencarian', 'pertandingan', 'sangat', 'sangat', 'bermasalah', 'dan', 'kemudian', 'jika', 'di', 'dalam', 'pertandingan', 'ada', 'seorang', 'player', 'yang', 'sengaja', 'untuk', 'troll', 'feeder', 'pihak', 'developer', 'hanya', 'memberikan', 'sebuah', 'peringatan', 'tanpa', 'ada', 'tindakan', 'yg', 'membuat', 'mereka', 'jera', 'jujur', 'saya', 'sangat', 'sakit', 'hati', 'karena', 'itu', 'tp', 'sekarang', 'saat', 'saya', 'sudah', 'menamatkan', 'gamenya', 'saya', 'putuskan', 'untuk', 'berhenti', 'di', 'tambah', 'banyak', 'akun', 'joki', 'yg', 'membuat', 'kemampuan', 'player', 'tidak', 'sebanding', 'dengan', 'tiernya', 'itu', 'saja', 'terimakasih', 'moonton', 'berhenti']",<FreqDist with 58 samples and 72 outcomes>,"['making', 'pencarian', 'pertandingan', 'bermasalah', 'pertandingan', 'player', 'troll', 'peringatan', 'tindakan', 'jera', 'jujur', 'sakit', 'hati', 'menamatkan', 'gamenya', 'putuskan', 'berhenti', 'akun', 'joki', 'kemampuan', 'player', 'sebanding', 'tiernya', 'berhenti']","['membuat,', 'pencarian', 'pertandingan', 'bermasalah', 'pertandingan', 'pengguna,', 'troll', 'peringatan', 'tindakan', 'jera', 'jujur', 'sakit', 'hati', 'menamatkan', 'gim,', 'putuskan', 'berhenti', 'akun', 'joki', 'kemampuan', 'pengguna,', 'sebanding', 'tingkat,', 'berhenti']","['buat', 'cari', 'tanding', 'masalah', 'tanding', 'guna', 'troll', 'ingat', 'tindak', 'jera', 'jujur', 'sakit', 'hati', 'tamat', 'gim', 'putus', 'henti', 'akun', 'joki', 'mampu', 'guna', 'banding', 'tingkat', 'henti']"
37,Gemmmm jelekkkk burikkkkkk suka kasih tim ga adil jangan downloaqd plisss demi kesehatan mental kaliannnnnnnn,gemmmm jelekkkk burikkkkkk suka kasih tim ga adil jangan downloaqd plisss demi kesehatan mental kaliannnnnnnn,gemmmm jelekkkk burikkkkkk suka kasih tim ga adil jangan downloaqd plisss demi kesehatan mental kaliannnnnnnn,"['gemmmm', 'jelekkkk', 'burikkkkkk', 'suka', 'kasih', 'tim', 'ga', 'adil', 'jangan', 'downloaqd', 'plisss', 'demi', 'kesehatan', 'mental', 'kaliannnnnnnn']",<FreqDist with 15 samples and 15 outcomes>,"['gemmmm', 'jelekkkk', 'burikkkkkk', 'suka', 'tim', 'adil', 'downloaqd', 'plisss', 'kesehatan', 'mental', 'kaliannnnnnnn']","['gemmmm', 'jelekkkk', 'burikkkkkk', 'suka', 'tim', 'adil', 'downloaqd', 'plisss', 'kesehatan', 'mental', 'kaliannnnnnnn']","['gemmmm', 'jelekkkk', 'burikkkkkk', 'suka', 'tim', 'adil', 'downloaqd', 'plisss', 'sehat', 'mental', 'kaliannnnnnnn']"
38,Game rusak matchmaking tidak pernah seimbang,game rusak matchmaking tidak pernah seimbang,game rusak matchmaking tidak pernah seimbang,"['game', 'rusak', 'matchmaking', 'tidak', 'pernah', 'seimbang']",<FreqDist with 6 samples and 6 outcomes>,"['rusak', 'seimbang']","['rusak', 'seimbang']","['rusak', 'imbang']"
39,Jangan mainkan game ini bila anda tidak mau emosi,jangan mainkan game ini bila anda tidak mau emosi,jangan mainkan game ini bila anda tidak mau emosi,"['jangan', 'mainkan', 'game', 'ini', 'bila', 'anda', 'tidak', 'mau', 'emosi']",<FreqDist with 9 samples and 9 outcomes>,"['mainkan', 'emosi']","['mainkan', 'marah,']","['main', 'marah']"
40,Gk jelas,gk jelas,gk jelas,"['gk', 'jelas']",<FreqDist with 2 samples and 2 outcomes>,[],[],[]
41,saya suka gem ini tapi ko rusak tolong perbaiki gem nya asu asu iya nih mau ke rumah gue aja ya allah semoga besok aja deh ya kalo,saya suka gem ini tapi ko rusak tolong perbaiki gem nya asu asu iya nih mau ke rumah gue aja ya allah semoga besok aja deh ya kalo,saya suka gem ini tapi ko rusak tolong perbaiki gem nya asu asu iya nih mau ke rumah gue aja ya allah semoga besok aja deh ya kalo,"['saya', 'suka', 'gem', 'ini', 'tapi', 'ko', 'rusak', 'tolong', 'perbaiki', 'gem', 'nya', 'asu', 'asu', 'iya', 'nih', 'mau', 'ke', 'rumah', 'gue', 'aja', 'ya', 'allah', 'semoga', 'besok', 'aja', 'deh', 'ya', 'kalo']",<FreqDist with 24 samples and 28 outcomes>,"['suka', 'gem', 'ko', 'rusak', 'perbaiki', 'gem', 'asu', 'asu', 'iya', 'nih', 'rumah', 'allah', 'semoga', 'besok', 'deh', 'kalo']","['suka', 'gim,', 'ko', 'rusak', 'perbaiki', 'gim,', 'asu', 'asu', 'iya', 'ini,', 'rumah', 'allah', 'semoga', 'besok', 'deh', 'kalau,']","['suka', 'gim', 'ko', 'rusak', 'baik', 'gim', 'asu', 'asu', 'iya', 'ini', 'rumah', 'allah', 'moga', 'besok', 'deh', 'kalau']"
42,Percuma download game ini main berjam-jam kalah terus,percuma download game ini main berjam-jam kalah terus,percuma download game ini main berjam jam kalah terus,"['percuma', 'download', 'game', 'ini', 'main', 'berjam', 'jam', 'kalah', 'terus']",<FreqDist with 9 samples and 9 outcomes>,"['berjam', 'jam', 'kalah']","['berjam', 'jam', 'kalah']","['jam', 'jam', 'kalah']"
43,Matchmaking tidak adil,matchmaking tidak adil,matchmaking tidak adil,"['matchmaking', 'tidak', 'adil']",<FreqDist with 3 samples and 3 outcomes>,['adil'],['adil'],['adil']
44,Game jelek,game jelek,game jelek,"['game', 'jelek']",<FreqDist with 2 samples and 2 outcomes>,['jelek'],['jelek'],['jelek']
45,untuk sinyal ya monton plis lah anjg buat gw scrol tiktok Ama nonton Netflix ae lancar lah gantian gw maen nih ini nih game anjg bet anjg yak.plis monton plis tolong bet ntar gw kasih bintang 5 dahh,untuk sinyal ya monton plis lah anjg buat gw scrol tiktok ama nonton netflix ae lancar lah gantian gw maen nih ini nih game anjg bet anjg yak.plis monton plis tolong bet ntar gw kasih bintang 5 dahh,untuk sinyal ya monton plis lah anjg buat gw scrol tiktok ama nonton netflix ae lancar lah gantian gw maen nih ini nih game anjg bet anjg yak plis monton plis tolong bet ntar gw kasih bintang dahh,"['untuk', 'sinyal', 'ya', 'monton', 'plis', 'lah', 'anjg', 'buat', 'gw', 'scrol', 'tiktok', 'ama', 'nonton', 'netflix', 'ae', 'lancar', 'lah', 'gantian', 'gw', 'maen', 'nih', 'ini', 'nih', 'game', 'anjg', 'bet', 'anjg', 'yak', 'plis', 'monton', 'plis', 'tolong', 'bet', 'ntar', 'gw', 'kasih', 'bintang', 'dahh']",<FreqDist with 28 samples and 38 outcomes>,"['monton', 'plis', 'anjg', 'scrol', 'nonton', 'netflix', 'ae', 'lancar', 'gantian', 'maen', 'nih', 'nih', 'anjg', 'anjg', 'yak', 'plis', 'monton', 'plis', 'dahh']","['moonton,', 'tolonh,', 'anjg', 'scrol', 'nonton', 'netflix', 'ae', 'lancar', 'gantian', 'main,', 'ini,', 'ini,', 'anjg', 'anjg', 'yak', 'tolonh,', 'moonton,', 'tolonh,', 'dahh']","['moonton', 'tolonh', 'anjg', 'scrol', 'nonton', 'netflix', 'ae', 'lancar', 'ganti', 'main', 'ini', 'ini', 'anjg', 'anjg', 'yak', 'tolonh', 'moonton', 'tolonh', 'dahh']"
46,Game nya bagus tpi kadang kalah kadang kalah,game nya bagus tpi kadang kalah kadang kalah,game nya bagus tpi kadang kalah kadang kalah,"['game', 'nya', 'bagus', 'tpi', 'kadang', 'kalah', 'kadang', 'kalah']",<FreqDist with 6 samples and 8 outcomes>,"['tpi', 'kalah', 'kalah']","['tetapi,', 'kalah', 'kalah']","['tetapi', 'kalah', 'kalah']"
47,Ml game ga guna udh mytic bintang sepuluh klh sepuluh kli berturut turut di turunin ke legend trs ke mitik lgi terus menerus serasa lagi di permainin,ml game ga guna udh mytic bintang sepuluh klh sepuluh kli berturut turut di turunin ke legend trs ke mitik lgi terus menerus serasa lagi di permainin,ml game ga guna udh mytic bintang sepuluh klh sepuluh kli berturut turut di turunin ke legend trs ke mitik lgi terus menerus serasa lagi di permainin,"['ml', 'game', 'ga', 'guna', 'udh', 'mytic', 'bintang', 'sepuluh', 'klh', 'sepuluh', 'kli', 'berturut', 'turut', 'di', 'turunin', 'ke', 'legend', 'trs', 'ke', 'mitik', 'lgi', 'terus', 'menerus', 'serasa', 'lagi', 'di', 'permainin']",<FreqDist with 24 samples and 27 outcomes>,"['mytic', 'sepuluh', 'klh', 'sepuluh', 'kli', 'turunin', 'mitik', 'menerus', 'serasa', 'permainin']","['mytic', 'sepuluh', 'klh', 'sepuluh', 'kali,', 'turunin', 'mitik', 'menerus', 'serasa', 'permainin']","['mytic', 'puluh', 'klh', 'puluh', 'kali', 'turunin', 'mitik', 'terus', 'serasa', 'permainin']"
48,"Plis masalah jaringan benerin dong, masa ping ijo, dipake game lain bagus, dipake main ini lag terus kntl","plis masalah jaringan benerin dong, masa ping ijo, dipake game lain bagus, dipake main ini lag terus kntl",plis masalah jaringan benerin dong masa ping ijo dipake game lain bagus dipake main ini lag terus kntl,"['plis', 'masalah', 'jaringan', 'benerin', 'dong', 'masa', 'ping', 'ijo', 'dipake', 'game', 'lain', 'bagus', 'dipake', 'main', 'ini', 'lag', 'terus', 'kntl']",<FreqDist with 17 samples and 18 outcomes>,"['plis', 'jaringan', 'dipake', 'dipake', 'kntl']","['tolonh,', 'jaringan', 'dipakai,', 'dipakai,', 'kntl']","['tolonh', 'jaring', 'pakai', 'pakai', 'kntl']"
49,MOGA CEPAT BANGKRUT YA KALAU MATCHING GA BENER,moga cepat bangkrut ya kalau matching ga bener,moga cepat bangkrut ya kalau matching ga bener,"['moga', 'cepat', 'bangkrut', 'ya', 'kalau', 'matching', 'ga', 'bener']",<FreqDist with 8 samples and 8 outcomes>,"['moga', 'cepat', 'bangkrut', 'bener']","['semoga,', 'cepat', 'bangkrut', 'benar,']","['moga', 'cepat', 'bangkrut', 'benar']"
50,"monton"" kalo main kami di kasi darksistem mulu, mendingan pindah game sebelah, di kasi lawan/tim selalu imbang lah sini tolol, d kasi ny tim jlek lawan proplayer kocak"" MONTON LOL","monton"" kalo main kami di kasi darksistem mulu, mendingan pindah game sebelah, di kasi lawan/tim selalu imbang lah sini tolol, d kasi ny tim jlek lawan proplayer kocak"" monton lol",monton kalo main kami di kasi darksistem mulu mendingan pindah game sebelah di kasi lawan tim selalu imbang lah sini tolol kasi ny tim jlek lawan proplayer kocak monton lol,"['monton', 'kalo', 'main', 'kami', 'di', 'kasi', 'darksistem', 'mulu', 'mendingan', 'pindah', 'game', 'sebelah', 'di', 'kasi', 'lawan', 'tim', 'selalu', 'imbang', 'lah', 'sini', 'tolol', 'kasi', 'ny', 'tim', 'jlek', 'lawan', 'proplayer', 'kocak', 'monton', 'lol']",<FreqDist with 24 samples and 30 outcomes>,"['monton', 'kalo', 'mulu', 'mendingan', 'sebelah', 'lawan', 'tim', 'imbang', 'tolol', 'tim', 'jlek', 'lawan', 'proplayer', 'kocak', 'monton', 'lol']","['moonton,', 'kalau,', 'melulu,', 'lebih baik,', 'sebelah', 'musuh,', 'tim', 'imbang', 'bodoh,', 'tim', 'jlek', 'musuh,', 'proplayer', 'kocak', 'moonton,', 'tertawa,']","['moonton', 'kalau', 'melulu', 'lebih baik', 'belah', 'musuh', 'tim', 'imbang', 'bodoh', 'tim', 'jlek', 'musuh', 'proplayer', 'kocak', 'moonton', 'tertawa']"
51,Moonton ngk usah ngasih dark sistem tolol gua kalah mulu anjngg dapet tim nya ngk sesuai anjngg masa tim gue lolot tim musuh jago begu luu Moonton capek gue kalh teruss anjnggg dari dulu main lose streak mulu,moonton ngk usah ngasih dark sistem tolol gua kalah mulu anjngg dapet tim nya ngk sesuai anjngg masa tim gue lolot tim musuh jago begu luu moonton capek gue kalh teruss anjnggg dari dulu main lose streak mulu,moonton ngk usah ngasih dark sistem tolol gua kalah mulu anjngg dapet tim nya ngk sesuai anjngg masa tim gue lolot tim musuh jago begu luu moonton capek gue kalh teruss anjnggg dari dulu main lose streak mulu,"['moonton', 'ngk', 'usah', 'ngasih', 'dark', 'sistem', 'tolol', 'gua', 'kalah', 'mulu', 'anjngg', 'dapet', 'tim', 'nya', 'ngk', 'sesuai', 'anjngg', 'masa', 'tim', 'gue', 'lolot', 'tim', 'musuh', 'jago', 'begu', 'luu', 'moonton', 'capek', 'gue', 'kalh', 'teruss', 'anjnggg', 'dari', 'dulu', 'main', 'lose', 'streak', 'mulu']",<FreqDist with 31 samples and 38 outcomes>,"['ngasih', 'dark', 'sistem', 'tolol', 'gua', 'kalah', 'mulu', 'anjngg', 'tim', 'sesuai', 'anjngg', 'tim', 'lolot', 'tim', 'begu', 'luu', 'capek', 'kalh', 'teruss', 'anjnggg', 'streak', 'mulu']","['memberikan,', 'dark', 'sistim,', 'bodoh,', 'saya,', 'kalah', 'melulu,', 'anjngg', 'tim', 'sesuai', 'anjngg', 'tim', 'lolot', 'tim', 'begu', 'luu', 'lelah,', 'kalh', 'teruss', 'anjnggg', 'streak', 'melulu,']","['beri', 'dark', 'sistim', 'bodoh', 'saya', 'kalah', 'melulu', 'anjngg', 'tim', 'sesuai', 'anjngg', 'tim', 'lolot', 'tim', 'begu', 'luu', 'lelah', 'kalh', 'teruss', 'anjnggg', 'streak', 'melulu']"
52,Dark sistem,dark sistem,dark sistem,"['dark', 'sistem']",<FreqDist with 2 samples and 2 outcomes>,"['dark', 'sistem']","['dark', 'sistim,']","['dark', 'sistim']"
53,"Maen kok ML, Maen FF lah","maen kok ml, maen ff lah",maen kok ml maen ff lah,"['maen', 'kok', 'ml', 'maen', 'ff', 'lah']",<FreqDist with 5 samples and 6 outcomes>,"['maen', 'maen', 'ff']","['main,', 'main,', 'free fire,']","['main', 'main', 'free fire']"
54,game ini membuat saya sangat marah karna drak sistem nya yang gak adil game ini banyak yang donglot karna ada mode offline nya jadi lebih seru setiap main pasti dapat drak sistem yang membuat saya sangat depresi,game ini membuat saya sangat marah karna drak sistem nya yang gak adil game ini banyak yang donglot karna ada mode offline nya jadi lebih seru setiap main pasti dapat drak sistem yang membuat saya sangat depresi,game ini membuat saya sangat marah karna drak sistem nya yang gak adil game ini banyak yang donglot karna ada mode offline nya jadi lebih seru setiap main pasti dapat drak sistem yang membuat saya sangat depresi,"['game', 'ini', 'membuat', 'saya', 'sangat', 'marah', 'karna', 'drak', 'sistem', 'nya', 'yang', 'gak', 'adil', 'game', 'ini', 'banyak', 'yang', 'donglot', 'karna', 'ada', 'mode', 'offline', 'nya', 'jadi', 'lebih', 'seru', 'setiap', 'main', 'pasti', 'dapat', 'drak', 'sistem', 'yang', 'membuat', 'saya', 'sangat', 'depresi']",<FreqDist with 26 samples and 37 outcomes>,"['marah', 'drak', 'sistem', 'gak', 'adil', 'donglot', 'offline', 'seru', 'drak', 'sistem', 'depresi']","['marah', 'drak', 'sistim,', 'tidak,', 'adil', 'donglot', 'offline', 'seru', 'drak', 'sistim,', 'depresi']","['marah', 'drak', 'sistim', 'tidak', 'adil', 'donglot', 'offline', 'seru', 'drak', 'sistim', 'depresi']"
55,tingkatkan drak systemnya lama2 player2 pada pindah game loh....ingat ada atas ada bawah jangan asal nyariin lawan,tingkatkan drak systemnya lama2 player2 pada pindah game loh....ingat ada atas ada bawah jangan asal nyariin lawan,tingkatkan drak systemnya lama player pada pindah game loh ingat ada atas ada bawah jangan asal nyariin lawan,"['tingkatkan', 'drak', 'systemnya', 'lama', 'player', 'pada', 'pindah', 'game', 'loh', 'ingat', 'ada', 'atas', 'ada', 'bawah', 'jangan', 'asal', 'nyariin', 'lawan']",<FreqDist with 17 samples and 18 outcomes>,"['tingkatkan', 'drak', 'systemnya', 'player', 'loh', 'nyariin', 'lawan']","['tingkatkan', 'drak', 'sistem,', 'pengguna,', 'loh', 'mencari,', 'musuh,']","['tingkat', 'drak', 'sistem', 'guna', 'loh', 'cari', 'musuh']"
56,Game tai babi,game tai babi,game tai babi,"['game', 'tai', 'babi']",<FreqDist with 3 samples and 3 outcomes>,"['tai', 'babi']","['kotoran,', 'babi']","['kotor', 'babi']"
57,Game busuk gw di kasih lose streak trus :) game ampasss taek,game busuk gw di kasih lose streak trus :) game ampasss taek,game busuk gw di kasih lose streak trus game ampasss taek,"['game', 'busuk', 'gw', 'di', 'kasih', 'lose', 'streak', 'trus', 'game', 'ampasss', 'taek']",<FreqDist with 10 samples and 11 outcomes>,"['busuk', 'streak', 'taek']","['busuk,', 'streak', 'taek']","['busuk', 'streak', 'taek']"
58,Geme burik gw afk sekali ngurang nya banyak lol monton gw pas main brawl naik cuman 1,geme burik gw afk sekali ngurang nya banyak lol monton gw pas main brawl naik cuman 1,geme burik gw afk sekali ngurang nya banyak lol monton gw pas main brawl naik cuman,"['geme', 'burik', 'gw', 'afk', 'sekali', 'ngurang', 'nya', 'banyak', 'lol', 'monton', 'gw', 'pas', 'main', 'brawl', 'naik', 'cuman']",<FreqDist with 15 samples and 16 outcomes>,"['burik', 'ngurang', 'lol', 'monton', 'brawl', 'cuman']","['jelek,', 'ngurang', 'tertawa,', 'moonton,', 'brawl', 'Cuma,']","['jelek', 'ngurang', 'tertawa', 'moonton', 'brawl', 'cuma']"
59,Dark sistem Anj,dark sistem anj,dark sistem anj,"['dark', 'sistem', 'anj']",<FreqDist with 3 samples and 3 outcomes>,"['dark', 'sistem']","['dark', 'sistim,']","['dark', 'sistim']"
60,Matane picek aa entok bolo dark sistem tross nggarai stress cok,matane picek aa entok bolo dark sistem tross nggarai stress cok,matane picek aa entok bolo dark sistem tross nggarai stress cok,"['matane', 'picek', 'aa', 'entok', 'bolo', 'dark', 'sistem', 'tross', 'nggarai', 'stress', 'cok']",<FreqDist with 11 samples and 11 outcomes>,"['matane', 'picek', 'aa', 'entok', 'bolo', 'dark', 'sistem', 'tross', 'nggarai', 'stress', 'cok']","['matane', 'picek', 'aa', 'entok', 'bolo', 'dark', 'sistim,', 'tross', 'nggarai', 'stress', 'cok']","['matane', 'picek', 'aa', 'entok', 'bolo', 'dark', 'sistim', 'tross', 'nggarai', 'stress', 'cok']"
61,"Game haram ,masa setiap saya login jaringan selalu merah padahal pas saya ke aplikasi lain misalnya tiktok itu lacar aja tolong di perbaiki","game haram ,masa setiap saya login jaringan selalu merah padahal pas saya ke aplikasi lain misalnya tiktok itu lacar aja tolong di perbaiki",game haram masa setiap saya login jaringan selalu merah padahal pas saya ke aplikasi lain misalnya tiktok itu lacar aja tolong di perbaiki,"['game', 'haram', 'masa', 'setiap', 'saya', 'login', 'jaringan', 'selalu', 'merah', 'padahal', 'pas', 'saya', 'ke', 'aplikasi', 'lain', 'misalnya', 'tiktok', 'itu', 'lacar', 'aja', 'tolong', 'di', 'perbaiki']",<FreqDist with 22 samples and 23 outcomes>,"['haram', 'login', 'jaringan', 'merah', 'aplikasi', 'lacar', 'perbaiki']","['haram', 'login', 'jaringan', 'merah', 'aplikasi', 'lacar', 'perbaiki']","['haram', 'login', 'jaring', 'merah', 'aplikasi', 'lacar', 'baik']"
62,"hari hari dapet dark system, capek, mending game sebelah","hari hari dapet dark system, capek, mending game sebelah",hari hari dapet dark system capek mending game sebelah,"['hari', 'hari', 'dapet', 'dark', 'system', 'capek', 'mending', 'game', 'sebelah']",<FreqDist with 8 samples and 9 outcomes>,"['dark', 'capek', 'mending', 'sebelah']","['dark', 'lelah,', 'lebihbaik,', 'sebelah']","['dark', 'lelah', 'lebihbaik', 'belah']"
63,Geme rusak su 4 kali mvp kalah di glory,geme rusak su 4 kali mvp kalah di glory,geme rusak su kali mvp kalah di glory,"['geme', 'rusak', 'su', 'kali', 'mvp', 'kalah', 'di', 'glory']",<FreqDist with 8 samples and 8 outcomes>,"['rusak', 'su', 'kalah']","['rusak', 'su', 'kalah']","['rusak', 'su', 'kalah']"
64,Dikit2 gacha dikit2 top Up Quest lah jgn top up mulu misinya mending lidah Honor Of kings dan Sistem dark mentang2 kita sering mvp d kasih yg sering coklat nggak logis,dikit2 gacha dikit2 top up quest lah jgn top up mulu misinya mending lidah honor of kings dan sistem dark mentang2 kita sering mvp d kasih yg sering coklat nggak logis,dikit gacha dikit top up quest lah jgn top up mulu misinya mending lidah honor of kings dan sistem dark mentang kita sering mvp kasih yg sering coklat nggak logis,"['dikit', 'gacha', 'dikit', 'top', 'up', 'quest', 'lah', 'jgn', 'top', 'up', 'mulu', 'misinya', 'mending', 'lidah', 'honor', 'of', 'kings', 'dan', 'sistem', 'dark', 'mentang', 'kita', 'sering', 'mvp', 'kasih', 'yg', 'sering', 'coklat', 'nggak', 'logis']",<FreqDist with 26 samples and 30 outcomes>,"['dikit', 'dikit', 'top', 'up', 'quest', 'top', 'up', 'mulu', 'misinya', 'mending', 'lidah', 'honor', 'of', 'kings', 'sistem', 'dark', 'mentang', 'coklat', 'nggak', 'logis']","['dikit', 'dikit', 'top', 'up', 'quest', 'top', 'up', 'melulu,', 'misinya', 'lebihbaik,', 'lidah', 'honor', 'of', 'kings', 'sistim,', 'dark', 'mentang', 'coklat', 'tidak,', 'logis']","['dikit', 'dikit', 'top', 'up', 'quest', 'top', 'up', 'melulu', 'misi', 'lebihbaik', 'lidah', 'honor', 'of', 'kings', 'sistim', 'dark', 'mentang', 'coklat', 'tidak', 'logis']"
65,Tolong dong dark systemnya ilangin Cape gw,tolong dong dark systemnya ilangin cape gw,tolong dong dark systemnya ilangin cape gw,"['tolong', 'dong', 'dark', 'systemnya', 'ilangin', 'cape', 'gw']",<FreqDist with 7 samples and 7 outcomes>,"['dark', 'systemnya', 'ilangin', 'cape']","['dark', 'sistem,', 'ilangin', 'capek,']","['dark', 'sistem', 'ilangin', 'capek']"
