,rawContent,caseFolding,cleaning,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_tokens_normalized,tweet_tokens_stemmed
477,Game shetinganðŸ˜‚ðŸ˜‚,game shetinganðÿ˜‚ðÿ˜‚,game shetingan,"['game', 'shetingan']",<FreqDist with 2 samples and 2 outcomes>,['shetingan'],['shetingan'],['shetingan']
478,Moonton kasih tim yang bener dong,moonton kasih tim yang bener dong,moonton kasih tim yang bener dong,"['moonton', 'kasih', 'tim', 'yang', 'bener', 'dong']",<FreqDist with 6 samples and 6 outcomes>,"['tim', 'bener']","['tim', 'benar,']","['tim', 'benar']"
479,game ini sangat jelek,game ini sangat jelek,game ini sangat jelek,"['game', 'ini', 'sangat', 'jelek']",<FreqDist with 4 samples and 4 outcomes>,['jelek'],['jelek'],['jelek']
480,Kekurangan game ini yg sangat mengganggu player adalah draft pick yg susah atau ga seimbang Selalu musuh yg diperkuat sedang kan kita dipertemukan dengan random dengan performa buruk atau dark system' tolong lah segera diperbaiki karena sangat menganggu,kekurangan game ini yg sangat mengganggu player adalah draft pick yg susah atau ga seimbang selalu musuh yg diperkuat sedang kan kita dipertemukan dengan random dengan performa buruk atau dark system' tolong lah segera diperbaiki karena sangat menganggu,kekurangan game ini yg sangat mengganggu player adalah draft pick yg susah atau ga seimbang selalu musuh yg diperkuat sedang kan kita dipertemukan dengan random dengan performa buruk atau dark system tolong lah segera diperbaiki karena sangat menganggu,"['kekurangan', 'game', 'ini', 'yg', 'sangat', 'mengganggu', 'player', 'adalah', 'draft', 'pick', 'yg', 'susah', 'atau', 'ga', 'seimbang', 'selalu', 'musuh', 'yg', 'diperkuat', 'sedang', 'kan', 'kita', 'dipertemukan', 'dengan', 'random', 'dengan', 'performa', 'buruk', 'atau', 'dark', 'system', 'tolong', 'lah', 'segera', 'diperbaiki', 'karena', 'sangat', 'menganggu']",<FreqDist with 33 samples and 38 outcomes>,"['kekurangan', 'mengganggu', 'player', 'pick', 'susah', 'seimbang', 'diperkuat', 'dipertemukan', 'buruk', 'dark', 'diperbaiki', 'menganggu']","['kekurangan', 'mengganggu', 'pengguna,', 'pick', 'susah', 'seimbang', 'diperkuat', 'dipertemukan', 'buruk', 'dark', 'diperbaiki', 'menganggu']","['kurang', 'ganggu', 'guna', 'pick', 'susah', 'imbang', 'kuat', 'temu', 'buruk', 'dark', 'baik', 'menganggu']"
481,Tidak keseimbangan team males aku mainnya jadi aku hapus mengganti PuBG ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ,tidak keseimbangan team males aku mainnya jadi aku hapus mengganti pubg ðÿ˜ ðÿ˜ ðÿ˜ ðÿ˜ ðÿ˜ ,tidak keseimbangan team males aku mainnya jadi aku hapus mengganti pubg,"['tidak', 'keseimbangan', 'team', 'males', 'aku', 'mainnya', 'jadi', 'aku', 'hapus', 'mengganti', 'pubg']",<FreqDist with 10 samples and 11 outcomes>,"['keseimbangan', 'males', 'mainnya', 'hapus', 'mengganti', 'pubg']","['keseimbangan', 'malas,', 'mainnya', 'hapus', 'mengganti', 'pubg']","['imbang', 'malas', 'main', 'hapus', 'ganti', 'pubg']"
482,Pengalaman selama 3 tahun ini buruk sinyal padhal pakai wifi tetap saja jelek padhal wifi pribadi nemu tim juga kaga jelas lalu musuhnya timnya lebih jago saya malahan dapat tim kaya anak kecil belajar jalan 2 minggu,pengalaman selama 3 tahun ini buruk sinyal padhal pakai wifi tetap saja jelek padhal wifi pribadi nemu tim juga kaga jelas lalu musuhnya timnya lebih jago saya malahan dapat tim kaya anak kecil belajar jalan 2 minggu,pengalaman selama tahun ini buruk sinyal padhal pakai wifi tetap saja jelek padhal wifi pribadi nemu tim juga kaga jelas lalu musuhnya timnya lebih jago saya malahan dapat tim kaya anak kecil belajar jalan minggu,"['pengalaman', 'selama', 'tahun', 'ini', 'buruk', 'sinyal', 'padhal', 'pakai', 'wifi', 'tetap', 'saja', 'jelek', 'padhal', 'wifi', 'pribadi', 'nemu', 'tim', 'juga', 'kaga', 'jelas', 'lalu', 'musuhnya', 'timnya', 'lebih', 'jago', 'saya', 'malahan', 'dapat', 'tim', 'kaya', 'anak', 'kecil', 'belajar', 'jalan', 'minggu']",<FreqDist with 32 samples and 35 outcomes>,"['pengalaman', 'buruk', 'padhal', 'wifi', 'jelek', 'padhal', 'wifi', 'nemu', 'tim', 'kaga', 'musuhnya', 'timnya', 'tim', 'anak', 'belajar', 'jalan', 'minggu']","['pengalaman', 'buruk', 'padhal', 'wifi', 'jelek', 'padhal', 'wifi', 'nemu', 'tim', 'tidak,', 'musuhnya', 'timnya', 'tim', 'anak', 'belajar', 'jalan', 'minggu']","['alam', 'buruk', 'padhal', 'wifi', 'jelek', 'padhal', 'wifi', 'nemu', 'tim', 'tidak', 'musuh', 'tim', 'tim', 'anak', 'ajar', 'jalan', 'minggu']"
483,"Sudah upgrade hp, bukan j2prime lagi, banyak losetreaknya, dapat tim underrated, tolong untuk match ranked kalau bisa se tear semua legend 1 vs legend 1 biar imbang, jangan ada campuran epic mythic, sering kali susah ngimbangin kalau beda, bye bye moonton... Welcome level infinite","sudah upgrade hp, bukan j2prime lagi, banyak losetreaknya, dapat tim underrated, tolong untuk match ranked kalau bisa se tear semua legend 1 vs legend 1 biar imbang, jangan ada campuran epic mythic, sering kali susah ngimbangin kalau beda, bye bye moonton... welcome level infinite",sudah upgrade hp bukan jprime lagi banyak losetreaknya dapat tim underrated tolong untuk match ranked kalau bisa se tear semua legend vs legend biar imbang jangan ada campuran epic mythic sering kali susah ngimbangin kalau beda bye bye moonton welcome level infinite,"['sudah', 'upgrade', 'hp', 'bukan', 'jprime', 'lagi', 'banyak', 'losetreaknya', 'dapat', 'tim', 'underrated', 'tolong', 'untuk', 'match', 'ranked', 'kalau', 'bisa', 'se', 'tear', 'semua', 'legend', 'vs', 'legend', 'biar', 'imbang', 'jangan', 'ada', 'campuran', 'epic', 'mythic', 'sering', 'kali', 'susah', 'ngimbangin', 'kalau', 'beda', 'bye', 'bye', 'moonton', 'welcome', 'level', 'infinite']",<FreqDist with 39 samples and 42 outcomes>,"['jprime', 'losetreaknya', 'tim', 'underrated', 'tear', 'vs', 'imbang', 'campuran', 'epic', 'mythic', 'susah', 'ngimbangin', 'beda', 'bye', 'bye', 'welcome', 'level', 'infinite']","['jprime', 'losetreaknya', 'tim', 'underrated', 'tear', 'lawan,', 'imbang', 'campuran', 'epic', 'mythic', 'susah', 'ngimbangin', 'beda', 'bye', 'bye', 'welcome', 'level', 'infinite']","['jprime', 'losetreaknya', 'tim', 'underrated', 'tear', 'lawan', 'imbang', 'campur', 'epic', 'mythic', 'susah', 'ngimbangin', 'beda', 'bye', 'bye', 'welcome', 'level', 'infinite']"
484,untuk game nya seru tapi koneksi jaringan sering lag padahal jaringanya sudah bagus tolong diperbaiki moonton,untuk game nya seru tapi koneksi jaringan sering lag padahal jaringanya sudah bagus tolong diperbaiki moonton,untuk game nya seru tapi koneksi jaringan sering lag padahal jaringanya sudah bagus tolong diperbaiki moonton,"['untuk', 'game', 'nya', 'seru', 'tapi', 'koneksi', 'jaringan', 'sering', 'lag', 'padahal', 'jaringanya', 'sudah', 'bagus', 'tolong', 'diperbaiki', 'moonton']",<FreqDist with 16 samples and 16 outcomes>,"['seru', 'koneksi', 'jaringan', 'jaringanya', 'diperbaiki']","['seru', 'koneksi', 'jaringan', 'jaringanya', 'diperbaiki']","['seru', 'koneksi', 'jaring', 'jaringanya', 'baik']"
485,Apaan coba gua beli diamond di gamenya kaga bisa gak jelas buangÂ² duit tolol,apaan coba gua beli diamond di gamenya kaga bisa gak jelas buangâ² duit tolol,apaan coba gua beli diamond di gamenya kaga bisa gak jelas buang duit tolol,"['apaan', 'coba', 'gua', 'beli', 'diamond', 'di', 'gamenya', 'kaga', 'bisa', 'gak', 'jelas', 'buang', 'duit', 'tolol']",<FreqDist with 14 samples and 14 outcomes>,"['coba', 'gua', 'beli', 'diamond', 'gamenya', 'kaga', 'gak', 'buang', 'duit', 'tolol']","['coba', 'saya,', 'beli', 'diamond', 'gim,', 'tidak,', 'tidak,', 'buang', 'uang,', 'bodoh,']","['coba', 'saya', 'beli', 'diamond', 'gim', 'tidak', 'tidak', 'buang', 'uang', 'bodoh']"
486,Moonton tolong lah kasih tim yang bener gua maen berapa kali kagak pernah yang namanya hasil nya bener,moonton tolong lah kasih tim yang bener gua maen berapa kali kagak pernah yang namanya hasil nya bener,moonton tolong lah kasih tim yang bener gua maen berapa kali kagak pernah yang namanya hasil nya bener,"['moonton', 'tolong', 'lah', 'kasih', 'tim', 'yang', 'bener', 'gua', 'maen', 'berapa', 'kali', 'kagak', 'pernah', 'yang', 'namanya', 'hasil', 'nya', 'bener']",<FreqDist with 16 samples and 18 outcomes>,"['tim', 'bener', 'gua', 'maen', 'kagak', 'namanya', 'hasil', 'bener']","['tim', 'benar,', 'saya,', 'main,', 'tidak,', 'namanya', 'hasil', 'benar,']","['tim', 'benar', 'saya', 'main', 'tidak', 'nama', 'hasil', 'benar']"
487,"Udah honor makasi ya moonton, ntar ku edit bintangnya klo udh glory :D","udah honor makasi ya moonton, ntar ku edit bintangnya klo udh glory :d",udah honor makasi ya moonton ntar ku edit bintangnya klo udh glory,"['udah', 'honor', 'makasi', 'ya', 'moonton', 'ntar', 'ku', 'edit', 'bintangnya', 'klo', 'udh', 'glory']",<FreqDist with 12 samples and 12 outcomes>,"['honor', 'makasi', 'edit', 'bintangnya', 'klo']","['honor', 'makasi', 'sunting,', 'bintangnya', 'kalau,']","['honor', 'makas', 'sunting', 'bintang', 'kalau']"
488,"AYO PINDAH KE HONOR OF KING, UNINSTALL AJA MOBILE LEGENDS, GAME SCAMM","ayo pindah ke honor of king, uninstall aja mobile legends, game scamm",ayo pindah ke honor of king uninstall aja mobile legends game scamm,"['ayo', 'pindah', 'ke', 'honor', 'of', 'king', 'uninstall', 'aja', 'mobile', 'legends', 'game', 'scamm']",<FreqDist with 12 samples and 12 outcomes>,"['ayo', 'honor', 'of', 'king', 'uninstall', 'scamm']","['ayo', 'honor', 'of', 'king', 'uninstall', 'scamm']","['ayo', 'honor', 'of', 'king', 'uninstall', 'scamm']"
489,"selalu terjadi kegagalan dalam upload foto mau di profil atau album, ayolah montoon diperbaiki hal kecil seperti itu saja sudah bermasalah apalagi yang lain","selalu terjadi kegagalan dalam upload foto mau di profil atau album, ayolah montoon diperbaiki hal kecil seperti itu saja sudah bermasalah apalagi yang lain",selalu terjadi kegagalan dalam upload foto mau di profil atau album ayolah montoon diperbaiki hal kecil seperti itu saja sudah bermasalah apalagi yang lain,"['selalu', 'terjadi', 'kegagalan', 'dalam', 'upload', 'foto', 'mau', 'di', 'profil', 'atau', 'album', 'ayolah', 'montoon', 'diperbaiki', 'hal', 'kecil', 'seperti', 'itu', 'saja', 'sudah', 'bermasalah', 'apalagi', 'yang', 'lain']",<FreqDist with 24 samples and 24 outcomes>,"['kegagalan', 'upload', 'foto', 'profil', 'album', 'ayolah', 'montoon', 'diperbaiki', 'bermasalah']","['kegagalan', 'upload', 'foto', 'profil', 'album', 'ayolah', 'montoon', 'diperbaiki', 'bermasalah']","['gagal', 'upload', 'foto', 'profil', 'album', 'ayo', 'montoon', 'baik', 'masalah']"
490,tolong kerjasamane talah pegel ngepush aku iki darksystem e loh njok tolong pegel sumpah,tolong kerjasamane talah pegel ngepush aku iki darksystem e loh njok tolong pegel sumpah,tolong kerjasamane talah pegel ngepush aku iki darksystem loh njok tolong pegel sumpah,"['tolong', 'kerjasamane', 'talah', 'pegel', 'ngepush', 'aku', 'iki', 'darksystem', 'loh', 'njok', 'tolong', 'pegel', 'sumpah']",<FreqDist with 11 samples and 13 outcomes>,"['kerjasamane', 'talah', 'pegel', 'ngepush', 'iki', 'darksystem', 'loh', 'njok', 'pegel', 'sumpah']","['kerjasamane', 'talah', 'pegel', 'ngepush', 'iki', 'darksystem', 'loh', 'njok', 'pegel', 'sumpah']","['kerjasamane', 'talah', 'gel', 'ngepush', 'iki', 'darksystem', 'loh', 'njok', 'gel', 'sumpah']"
491,"Pliss lah montoon kasih tim yg ngotak dikit,pliss monton gua ngpush gada hasil nya kasih tim yang waras lahh","pliss lah montoon kasih tim yg ngotak dikit,pliss monton gua ngpush gada hasil nya kasih tim yang waras lahh",pliss lah montoon kasih tim yg ngotak dikit pliss monton gua ngpush gada hasil nya kasih tim yang waras lahh,"['pliss', 'lah', 'montoon', 'kasih', 'tim', 'yg', 'ngotak', 'dikit', 'pliss', 'monton', 'gua', 'ngpush', 'gada', 'hasil', 'nya', 'kasih', 'tim', 'yang', 'waras', 'lahh']",<FreqDist with 17 samples and 20 outcomes>,"['pliss', 'montoon', 'tim', 'dikit', 'pliss', 'monton', 'gua', 'ngpush', 'gada', 'hasil', 'tim', 'waras', 'lahh']","['pliss', 'montoon', 'tim', 'dikit', 'pliss', 'moonton,', 'saya,', 'ngpush', 'tidakada,', 'hasil', 'tim', 'waras', 'lahh']","['pliss', 'montoon', 'tim', 'dikit', 'pliss', 'moonton', 'saya', 'ngpush', 'tidakada', 'hasil', 'tim', 'waras', 'lahh']"
492,"Sering leg,bug,dark monton","sering leg,bug,dark monton",sering leg bug dark monton,"['sering', 'leg', 'bug', 'dark', 'monton']",<FreqDist with 5 samples and 5 outcomes>,"['dark', 'monton']","['dark', 'moonton,']","['dark', 'moonton']"
493,"Cie ngasih dark sistem mulu wkwkwk kenapa? Pada panas dgn review gw? Sono tuh rafa nungguin org2 kek kalian hahaha Don't play this game. If you're already won 3 or more games in a row, then you'll be matched with pro enemies and noob teammates to make you lose in every mode even in brawl","cie ngasih dark sistem mulu wkwkwk kenapa? pada panas dgn review gw? sono tuh rafa nungguin org2 kek kalian hahaha don't play this game. if you're already won 3 or more games in a row, then you'll be matched with pro enemies and noob teammates to make you lose in every mode even in brawl",cie ngasih dark sistem mulu wkwkwk kenapa pada panas dgn review gw sono tuh rafa nungguin org kek kalian hahaha dont play this game if youre already won or more games in row then youll be matched with pro enemies and noob teammates to make you lose in every mode even in brawl,"['cie', 'ngasih', 'dark', 'sistem', 'mulu', 'wkwkwk', 'kenapa', 'pada', 'panas', 'dgn', 'review', 'gw', 'sono', 'tuh', 'rafa', 'nungguin', 'org', 'kek', 'kalian', 'hahaha', 'dont', 'play', 'this', 'game', 'if', 'youre', 'already', 'won', 'or', 'more', 'games', 'in', 'row', 'then', 'youll', 'be', 'matched', 'with', 'pro', 'enemies', 'and', 'noob', 'teammates', 'to', 'make', 'you', 'lose', 'in', 'every', 'mode', 'even', 'in', 'brawl']",<FreqDist with 51 samples and 53 outcomes>,"['cie', 'ngasih', 'dark', 'sistem', 'mulu', 'wkwkwk', 'panas', 'dgn', 'review', 'sono', 'rafa', 'nungguin', 'org', 'kek', 'hahaha', 'dont', 'play', 'if', 'youre', 'already', 'won', 'or', 'games', 'row', 'then', 'youll', 'be', 'matched', 'with', 'enemies', 'teammates', 'to', 'make', 'you', 'every', 'brawl']","['cie', 'memberikan,', 'dark', 'sistim,', 'melulu,', 'wkwkwk', 'panas', 'dengan,', 'review', 'sono', 'rafa', 'tunggu,', 'orang,', 'seperti,', 'hahaha', 'dont', 'play', 'if', 'youre', 'already', 'won', 'or', 'games', 'row', 'then', 'youll', 'be', 'matched', 'with', 'enemies', 'teammates', 'untuk,', 'make', 'you', 'every', 'brawl']","['cie', 'beri', 'dark', 'sistim', 'melulu', 'wkwkwk', 'panas', 'dengan', 'review', 'sono', 'rafa', 'tunggu', 'orang', 'seperti', 'hahaha', 'dont', 'play', 'if', 'youre', 'already', 'won', 'or', 'games', 'row', 'then', 'youll', 'be', 'matched', 'with', 'enemies', 'teammates', 'untuk', 'make', 'you', 'every', 'brawl']"
494,"bagus si permainan nya tapi tolong min tim nya jangan draksistem kalo mau naik pangkat,dan juga kalo batrenya lowbet bisa main lagi plisss minn","bagus si permainan nya tapi tolong min tim nya jangan draksistem kalo mau naik pangkat,dan juga kalo batrenya lowbet bisa main lagi plisss minn",bagus si permainan nya tapi tolong min tim nya jangan draksistem kalo mau naik pangkat dan juga kalo batrenya lowbet bisa main lagi plisss minn,"['bagus', 'si', 'permainan', 'nya', 'tapi', 'tolong', 'min', 'tim', 'nya', 'jangan', 'draksistem', 'kalo', 'mau', 'naik', 'pangkat', 'dan', 'juga', 'kalo', 'batrenya', 'lowbet', 'bisa', 'main', 'lagi', 'plisss', 'minn']",<FreqDist with 23 samples and 25 outcomes>,"['permainan', 'tim', 'draksistem', 'kalo', 'pangkat', 'kalo', 'batrenya', 'lowbet', 'plisss', 'minn']","['permainan', 'tim', 'draksistem', 'kalau,', 'pangkat', 'kalau,', 'batrenya', 'lowbet', 'plisss', 'minn']","['main', 'tim', 'draksistem', 'kalau', 'pangkat', 'kalau', 'batrenya', 'lowbet', 'plisss', 'minn']"
495,"Monton taiii lah dapet tim dark sistem terus tolol,,","monton taiii lah dapet tim dark sistem terus tolol,,",monton taiii lah dapet tim dark sistem terus tolol,"['monton', 'taiii', 'lah', 'dapet', 'tim', 'dark', 'sistem', 'terus', 'tolol']",<FreqDist with 9 samples and 9 outcomes>,"['monton', 'taiii', 'tim', 'dark', 'sistem', 'tolol']","['moonton,', 'taiii', 'tim', 'dark', 'sistim,', 'bodoh,']","['moonton', 'taiii', 'tim', 'dark', 'sistim', 'bodoh']"
496,Plis lah monton kasih gua team yang bener. Gua Losetreak 10x.,plis lah monton kasih gua team yang bener. gua losetreak 10x.,plis lah monton kasih gua team yang bener gua losetreak,"['plis', 'lah', 'monton', 'kasih', 'gua', 'team', 'yang', 'bener', 'gua', 'losetreak']",<FreqDist with 9 samples and 10 outcomes>,"['plis', 'monton', 'gua', 'bener', 'gua']","['tolonh,', 'moonton,', 'saya,', 'benar,', 'saya,']","['tolonh', 'moonton', 'saya', 'benar', 'saya']"
497,Dah lah gua nyerah aja semenjak ini main y susah pas bintang tinggal satu lagi dah kawan y kawak apa gitu,dah lah gua nyerah aja semenjak ini main y susah pas bintang tinggal satu lagi dah kawan y kawak apa gitu,dah lah gua nyerah aja semenjak ini main susah pas bintang tinggal satu lagi dah kawan kawak apa gitu,"['dah', 'lah', 'gua', 'nyerah', 'aja', 'semenjak', 'ini', 'main', 'susah', 'pas', 'bintang', 'tinggal', 'satu', 'lagi', 'dah', 'kawan', 'kawak', 'apa', 'gitu']",<FreqDist with 18 samples and 19 outcomes>,"['gua', 'nyerah', 'susah', 'tinggal', 'kawan', 'kawak']","['saya,', 'nyerah', 'susah', 'tinggal', 'teman,', 'kawak']","['saya', 'nyerah', 'susah', 'tinggal', 'teman', 'kawak']"
498,makasih atas tim nya monton lain kali kasih yg cuma bisa satu lane biar klh terus ðŸ˜Š,makasih atas tim nya monton lain kali kasih yg cuma bisa satu lane biar klh terus ðÿ˜š,makasih atas tim nya monton lain kali kasih yg cuma bisa satu lane biar klh terus,"['makasih', 'atas', 'tim', 'nya', 'monton', 'lain', 'kali', 'kasih', 'yg', 'cuma', 'bisa', 'satu', 'lane', 'biar', 'klh', 'terus']",<FreqDist with 16 samples and 16 outcomes>,"['makasih', 'tim', 'monton', 'lane', 'klh']","['terimakasih,', 'tim', 'moonton,', 'lane', 'klh']","['terimakasih', 'tim', 'moonton', 'lane', 'klh']"
499,Tolong matching nya di perbaiki lah moonton Dajjal blok game rusak haram,tolong matching nya di perbaiki lah moonton dajjal blok game rusak haram,tolong matching nya di perbaiki lah moonton dajjal blok game rusak haram,"['tolong', 'matching', 'nya', 'di', 'perbaiki', 'lah', 'moonton', 'dajjal', 'blok', 'game', 'rusak', 'haram']",<FreqDist with 12 samples and 12 outcomes>,"['perbaiki', 'dajjal', 'blok', 'rusak', 'haram']","['perbaiki', 'dajjal', 'blok', 'rusak', 'haram']","['baik', 'dajjal', 'blok', 'rusak', 'haram']"
500,Nuntun benarkan bug derf pik soalnya setak mulu di derf pik semoga di baca,nuntun benarkan bug derf pik soalnya setak mulu di derf pik semoga di baca,nuntun benarkan bug derf pik soalnya setak mulu di derf pik semoga di baca,"['nuntun', 'benarkan', 'bug', 'derf', 'pik', 'soalnya', 'setak', 'mulu', 'di', 'derf', 'pik', 'semoga', 'di', 'baca']",<FreqDist with 11 samples and 14 outcomes>,"['nuntun', 'benarkan', 'derf', 'pik', 'setak', 'mulu', 'derf', 'pik', 'semoga', 'baca']","['nuntun', 'benarkan', 'derf', 'pik', 'setak', 'melulu,', 'derf', 'pik', 'semoga', 'baca']","['nuntun', 'benar', 'derf', 'pik', 'tak', 'melulu', 'derf', 'pik', 'moga', 'baca']"
501,Lumayan yalah,lumayan yalah,lumayan yalah,"['lumayan', 'yalah']",<FreqDist with 2 samples and 2 outcomes>,"['lumayan', 'yalah']","['lumayan', 'yalah']","['lumayan', 'yalah']"
502,Sangan bagus tapi tolong dark sistem pergilah,sangan bagus tapi tolong dark sistem pergilah,sangan bagus tapi tolong dark sistem pergilah,"['sangan', 'bagus', 'tapi', 'tolong', 'dark', 'sistem', 'pergilah']",<FreqDist with 7 samples and 7 outcomes>,"['sangan', 'dark', 'sistem', 'pergilah']","['sangan', 'dark', 'sistim,', 'pergilah']","['sangan', 'dark', 'sistim', 'pergi']"
503,Game ini kadang kadang bikin gw kesel kadang suka bikin seneng jadi gw kasih bintang 4 aja,game ini kadang kadang bikin gw kesel kadang suka bikin seneng jadi gw kasih bintang 4 aja,game ini kadang kadang bikin gw kesel kadang suka bikin seneng jadi gw kasih bintang aja,"['game', 'ini', 'kadang', 'kadang', 'bikin', 'gw', 'kesel', 'kadang', 'suka', 'bikin', 'seneng', 'jadi', 'gw', 'kasih', 'bintang', 'aja']",<FreqDist with 12 samples and 16 outcomes>,"['bikin', 'kesel', 'suka', 'bikin', 'seneng']","['buat,', 'kesal,', 'suka', 'buat,', 'senang,']","['buat', 'kesal', 'suka', 'buat', 'senang']"
504,Game nya wow HP ku,game nya wow hp ku,game nya wow hp ku,"['game', 'nya', 'wow', 'hp', 'ku']",<FreqDist with 5 samples and 5 outcomes>,['wow'],['wow'],['wow']
505,Game nya bagus jg uga kadang ngeselin Yang bagus tu game nya asik cocok buat orang yang lagi mager tapi yang ngeselinya adalah kadang ketemu timnya ga kompak tapi dah bagus kok game nya perbaiki lagi ya game nya ya soalnya drak sistem nya bikin darah tinggi aku aja mau pingsan gara gara dark sistamnya makasih Uda nemenin dari aku kecil sampai dewasa,game nya bagus jg uga kadang ngeselin yang bagus tu game nya asik cocok buat orang yang lagi mager tapi yang ngeselinya adalah kadang ketemu timnya ga kompak tapi dah bagus kok game nya perbaiki lagi ya game nya ya soalnya drak sistem nya bikin darah tinggi aku aja mau pingsan gara gara dark sistamnya makasih uda nemenin dari aku kecil sampai dewasa,game nya bagus jg uga kadang ngeselin yang bagus tu game nya asik cocok buat orang yang lagi mager tapi yang ngeselinya adalah kadang ketemu timnya ga kompak tapi dah bagus kok game nya perbaiki lagi ya game nya ya soalnya drak sistem nya bikin darah tinggi aku aja mau pingsan gara gara dark sistamnya makasih uda nemenin dari aku kecil sampai dewasa,"['game', 'nya', 'bagus', 'jg', 'uga', 'kadang', 'ngeselin', 'yang', 'bagus', 'tu', 'game', 'nya', 'asik', 'cocok', 'buat', 'orang', 'yang', 'lagi', 'mager', 'tapi', 'yang', 'ngeselinya', 'adalah', 'kadang', 'ketemu', 'timnya', 'ga', 'kompak', 'tapi', 'dah', 'bagus', 'kok', 'game', 'nya', 'perbaiki', 'lagi', 'ya', 'game', 'nya', 'ya', 'soalnya', 'drak', 'sistem', 'nya', 'bikin', 'darah', 'tinggi', 'aku', 'aja', 'mau', 'pingsan', 'gara', 'gara', 'dark', 'sistamnya', 'makasih', 'uda', 'nemenin', 'dari', 'aku', 'kecil', 'sampai', 'dewasa']",<FreqDist with 46 samples and 63 outcomes>,"['jg', 'uga', 'ngeselin', 'tu', 'asik', 'cocok', 'orang', 'mager', 'ngeselinya', 'ketemu', 'timnya', 'kompak', 'perbaiki', 'drak', 'sistem', 'bikin', 'darah', 'pingsan', 'gara', 'gara', 'dark', 'sistamnya', 'makasih', 'uda', 'nemenin', 'dewasa']","['juga,', 'uga', 'ngeselin', 'itu,', 'seru,', 'cocok', 'orang', 'mager', 'ngeselinya', 'ketemu', 'timnya', 'kompak', 'perbaiki', 'drak', 'sistim,', 'buat,', 'darah', 'pingsan', 'karena,', 'karena,', 'dark', 'sistamnya', 'terimakasih,', 'sudah,', 'nemenin', 'dewasa']","['juga', 'uga', 'ngeselin', 'itu', 'seru', 'cocok', 'orang', 'mager', 'ngeselinya', 'ketemu', 'tim', 'kompak', 'baik', 'drak', 'sistim', 'buat', 'darah', 'pingsan', 'karena', 'karena', 'dark', 'sistamnya', 'terimakasih', 'sudah', 'nemenin', 'dewasa']"
506,Seru,seru,seru,['seru'],<FreqDist with 1 samples and 1 outcomes>,['seru'],['seru'],['seru']
507,Bgus .,bgus .,bgus,['bgus'],<FreqDist with 1 samples and 1 outcomes>,['bgus'],"['bagus,']",['bagus']
508,Game lumayan saya bakal kasih b 5 klo udh dikasih win strike,game lumayan saya bakal kasih b 5 klo udh dikasih win strike,game lumayan saya bakal kasih klo udh dikasih win strike,"['game', 'lumayan', 'saya', 'bakal', 'kasih', 'klo', 'udh', 'dikasih', 'win', 'strike']",<FreqDist with 10 samples and 10 outcomes>,"['lumayan', 'klo', 'dikasih', 'strike']","['lumayan', 'kalau,', 'dikasih', 'strike']","['lumayan', 'kalau', 'kasih', 'strike']"
509,Ml kaya taik gw dikasih kalah terus,ml kaya taik gw dikasih kalah terus,ml kaya taik gw dikasih kalah terus,"['ml', 'kaya', 'taik', 'gw', 'dikasih', 'kalah', 'terus']",<FreqDist with 7 samples and 7 outcomes>,"['taik', 'dikasih', 'kalah']","['tahi,', 'dikasih', 'kalah']","['tahi', 'kasih', 'kalah']"
510,"Sangat bagus, tapi kenapa dapet tim nya yang dark sistem ya? Si ini udah pick mid lane duluan malah maksa mid lane, tolong kurangin yang begitu ya","sangat bagus, tapi kenapa dapet tim nya yang dark sistem ya? si ini udah pick mid lane duluan malah maksa mid lane, tolong kurangin yang begitu ya",sangat bagus tapi kenapa dapet tim nya yang dark sistem ya si ini udah pick mid lane duluan malah maksa mid lane tolong kurangin yang begitu ya,"['sangat', 'bagus', 'tapi', 'kenapa', 'dapet', 'tim', 'nya', 'yang', 'dark', 'sistem', 'ya', 'si', 'ini', 'udah', 'pick', 'mid', 'lane', 'duluan', 'malah', 'maksa', 'mid', 'lane', 'tolong', 'kurangin', 'yang', 'begitu', 'ya']",<FreqDist with 23 samples and 27 outcomes>,"['tim', 'dark', 'sistem', 'pick', 'lane', 'duluan', 'maksa', 'lane', 'kurangin']","['tim', 'dark', 'sistim,', 'pick', 'lane', 'duluan', 'maksa', 'lane', 'kurangin']","['tim', 'dark', 'sistim', 'pick', 'lane', 'duluan', 'maksa', 'lane', 'rangin']"
